0,500,5,500,5,500,5
0.9999,500,5,500,5,500,5
1,500,5,500,5,500,5
1.0059,522.172277582282,5,500,5,500,5
1.0118,544.268282047311,5,500,5,500,5
1.0177,566.212002659018,5,500,5,500,5
1.0236,587.927952541101,5,500,5,500,5
1.0295,609.341428353524,5,500,5,500,5
1.0354,630.378767273631,5,500,5,500,5
1.0413,650.967600397859,5,500,5,500,5
1.0472,671.037101692338,5,500,5,500,5
1.0531,690.518231635995,5,500,5,500,5
1.059,709.343974718,5,500,5,500,5
1.0649,727.449569972588,5,500,5,500,5
1.0708,744.772733758186,5,500,5,500,5
1.0767,761.253874014497,5,500,5,500,5
1.0826,776.836295260484,5,500,5,500,5
1.0885,791.466393628056,5,500,5,500,5
1.0944,805.093841260544,5,500,5,500,5
1.1003,817.67175944162,5,500,5,500,5
1.1062,829.156879859101,5,500,5,500,5
1.1121,839.509693448887,5,500,5,500,5
1.118,848.694586306999,5,500,5,500,5
1.1239,856.679962202181,5,500,5,500,5
1.1298,863.438351267629,5,500,5,500,5
1.1357,868.946504497925,5,500,5,500,5
1.1416,873.185473726124,5,500,5,500,5
1.1475,876.14067680586,5,500,5,500,5
1.1534,877.801947774247,5,500,5,500,5
1.1593,878.163571823012,5,500,5,500,5
1.1652,877.22430495756,5,500,5,500,5
1.1711,874.987378276342,5,500,5,500,5
1.177,871.460486855807,5,500,5,500,5
1.1829,866.655763279171,5,500,5,500,5
1.1888,860.589735900066,5,500,5,500,5
1.1947,853.283271984648,5,500,5,500,5
1.2006,844.76150592774,5,500,5,500,5
1.2065,835.053752789974,5,500,5,500,5
1.2124,824.193407453341,5,500,5,500,5
1.2183,812.217829742071,5,500,5,500,5
1.2242,799.168215904027,5,500,5,500,5
1.2301,785.089456894712,5,500,5,500,5
1.236,770.029983951409,5,500,5,500,5
1.2419,754.04160198867,5,500,5,500,5
1.2478,737.179311388282,5,500,5,500,5
1.2537,719.501118796759,5,500,5,500,5
1.2596,701.067837581213,5,500,5,500,5
1.2655,681.942878630052,5,500,5,500,5
1.2714,662.19203221814,5,500,5,500,5
1.2773,641.883241686827,5,500,5,500,5
1.2832,621.086369717366,5,500,5,500,5
1.2891,599.872958001781,5,500,5,500,5
1.295,578.315981137881,5,500,5,500,5
1.3009,556.489595595062,5,500,5,500,5
1.3068,534.468884614435,5,500,5,500,5
1.3127,512.329599920845,5,500,5,500,5
1.3127,500,5,500,5,500,5
1.3186,522.337025189631,5,500,5,500,5
1.3245,544.429741002711,5,500,5,500,5
1.3304,566.036510176405,5,500,5,500,5
1.3363,586.921010449299,5,500,5,500,5
1.3422,606.854819316695,5,500,5,500,5
1.3481,625.619912382983,5,500,5,500,5
1.354,643.011047985541,5,500,5,500,5
1.3599,658.838012008543,5,500,5,500,5
1.3658,672.927698334217,5,500,5,500,5
1.3717,685.126002176773,5,500,5,500,5
1.3776,695.299505590827,5,500,5,500,5
1.3835,703.336936719213,5,500,5,500,5
1.3894,709.150386819767,5,500,5,500,5
1.3953,712.676271759975,5,500,5,500,5
1.4012,713.876027463186,5,500,5,500,5
1.4071,712.736531700035,5,500,5,500,5
1.413,709.270247611747,5,500,5,500,5
1.4189,703.515087395554,5,500,5,500,5
1.4248,695.533997643156,5,500,5,500,5
1.4307,685.414270867545,5,500,5,500,5
1.4366,673.266590748327,5,500,5,500,5
1.4425,659.223821538074,5,500,5,500,5
1.4484,643.439554870483,5,500,5,500,5
1.4543,626.086429864513,5,500,5,500,5
1.4602,607.354244898213,5,500,5,500,5
1.4661,587.447881704568,5,500,5,500,5
1.472,566.585064494389,5,500,5,500,5
1.4779,544.993978615655,5,500,5,500,5
1.4838,522.910774795035,5,500,5,500,5
1.4897,500.576986258724,5,500,5,500,5
1.4897,500,5,500,5,500,5
1.4956,511.771341611972,5,500,5,500,5
1.5015,523.398654092835,5,500,5,500,5
1.5074,534.739670590694,5,500,5,500,5
1.5133,545.655627249574,5,500,5,500,5
1.5192,556.012961064967,5,500,5,500,5
1.5251,565.684944103966,5,500,5,500,5
1.531,574.553234094372,5,500,5,500,5
1.5369,582.509322410418,5,500,5,500,5
1.5428,589.455861738184,5,500,5,500,5
1.5487,595.307857175936,5,500,5,500,5
1.5546,599.993706195608,5,500,5,500,5
1.5605,603.456074740891,5,500,5,500,5
1.5664,605.652598742372,5,500,5,500,5
1.5723,606.556402466269,5,500,5,500,5
1.5782,606.156427354491,5,500,5,500,5
1.5841,604.457567332447,5,500,5,500,5
1.59,601.480608929057,5,500,5,500,5
1.5959,597.261976941623,5,500,5,500,5
1.6018,591.853288757495,5,500,5,500,5
1.6077,585.320722785665,5,500,5,500,5
1.6136,577.744208725895,5,500,5,500,5
1.6195,569.216449582891,5,500,5,500,5
1.6254,559.841787391754,5,500,5,500,5
1.6313,549.734926533201,5,500,5,500,5
1.6372,539.019530259535,5,500,5,500,5
1.6431,527.826707603663,5,500,5,500,5
1.649,516.293409184716,5,500,5,500,5
1.6549,504.560751538502,5,500,5,500,5
1.66081715976331,500,5,500,5,500,5
1.66081715976331,500,5,500,5,500,5
1.66671715976331,501.938334653498,5,500,5,500,5
1.67261715976331,503.779172550483,5,500,5,500,5
1.67851715976331,505.429920947024,5,500,5,500,5
1.68441715976331,506.807548456259,5,500,5,500,5
1.69031715976331,507.842761463904,5,500,5,500,5
1.69621715976331,508.483489544264,5,500,5,500,5
1.70211715976331,508.697504562982,5,500,5,500,5
1.70801715976331,508.474041727646,5,500,5,500,5
1.71391715976331,507.824341048647,5,500,5,500,5
1.71981715976331,506.781081975218,5,500,5,500,5
1.72571715976331,505.396739644034,5,500,5,500,5
1.73161715976331,503.740945419808,5,500,5,500,5
1.73751715976331,501.896984490691,5,500,5,500,5
1.73751715976331,500,5,500,5,500,5
1.74341715976331,556.356886267889,5,500,5,500,5
1.74931715976331,608.91232263578,5,500,5,500,5
1.75521715976331,654.12127900078,5,500,5,500,5
1.76111715976331,688.934268529359,5,500,5,500,5
1.76701715976331,711.003045171637,5,500,5,500,5
1.77291715976331,718.839000270971,5,500,5,500,5
1.77881715976331,711.913573917449,5,500,5,500,5
1.78471715976331,690.693907982497,5,500,5,500,5
1.79061715976331,656.61133592487,5,500,5,500,5
1.79651715976331,611.964834830069,5,500,5,500,5
1.80241715976331,559.765952147954,5,500,5,500,5
1.80831715976331,503.535667309657,5,500,5,500,5
1.80831715976331,500,5,500,5,500,5
1.81421715976331,598.116055209606,5,500,5,500,5
1.82011715976331,689.452269946093,5,500,5,500,5
1.82601715976331,767.697292168154,5,500,5,500,5
1.83191715976331,827.444374046926,5,500,5,500,5
1.83781715976331,864.564979401381,5,500,5,500,5
1.84371715976331,876.494066434525,5,500,5,500,5
1.84961715976331,862.407332672091,5,500,5,500,5
